Serial Number,MY59420041,
Model Number,U1272A,
Remark,-,
Date Time,3/10/2021 2:06:20 PM
 Record,Time,Function,Reading,Range,Unit
2995,3/10/2021 13:27:35.694,Temperature {NONE},56.8, °C,°C
2996,3/10/2021 13:27:36.696,Temperature {NONE},56.9, °C,°C
2997,3/10/2021 13:27:37.697,Temperature {NONE},56.9, °C,°C
2998,3/10/2021 13:27:38.698,Temperature {NONE},56.9, °C,°C
2999,3/10/2021 13:27:39.698,Temperature {NONE},56.9, °C,°C
3000,3/10/2021 13:27:40.698,Temperature {NONE},56.8, °C,°C
3001,3/10/2021 13:27:41.699,Temperature {NONE},56.8, °C,°C
3002,3/10/2021 13:27:42.700,Temperature {NONE},56.7, °C,°C
3003,3/10/2021 13:27:43.701,Temperature {NONE},56.7, °C,°C
3004,3/10/2021 13:27:44.703,Temperature {NONE},56.7, °C,°C
3005,3/10/2021 13:27:45.704,Temperature {NONE},56.7, °C,°C
3006,3/10/2021 13:27:46.705,Temperature {NONE},56.7, °C,°C
3007,3/10/2021 13:27:47.706,Temperature {NONE},56.7, °C,°C
3008,3/10/2021 13:27:48.707,Temperature {NONE},56.7, °C,°C
3009,3/10/2021 13:27:49.708,Temperature {NONE},56.7, °C,°C
3010,3/10/2021 13:27:50.709,Temperature {NONE},56.8, °C,°C
3011,3/10/2021 13:27:51.710,Temperature {NONE},56.7, °C,°C
3012,3/10/2021 13:27:52.711,Temperature {NONE},56.7, °C,°C
3013,3/10/2021 13:27:53.712,Temperature {NONE},56.6, °C,°C
3014,3/10/2021 13:27:54.713,Temperature {NONE},56.6, °C,°C
3015,3/10/2021 13:27:55.713,Temperature {NONE},56.7, °C,°C
3016,3/10/2021 13:27:56.715,Temperature {NONE},56.7, °C,°C
3017,3/10/2021 13:27:57.716,Temperature {NONE},56.7, °C,°C
3018,3/10/2021 13:27:58.717,Temperature {NONE},56.7, °C,°C
3019,3/10/2021 13:27:59.719,Temperature {NONE},56.7, °C,°C
3020,3/10/2021 13:28:00.720,Temperature {NONE},56.7, °C,°C
3021,3/10/2021 13:28:01.720,Temperature {NONE},56.7, °C,°C
3022,3/10/2021 13:28:02.721,Temperature {NONE},56.7, °C,°C
3023,3/10/2021 13:28:03.722,Temperature {NONE},56.7, °C,°C
3024,3/10/2021 13:28:04.723,Temperature {NONE},56.7, °C,°C
3025,3/10/2021 13:28:05.725,Temperature {NONE},56.7, °C,°C
3026,3/10/2021 13:28:06.726,Temperature {NONE},56.6, °C,°C
3027,3/10/2021 13:28:07.727,Temperature {NONE},56.6, °C,°C
3028,3/10/2021 13:28:08.727,Temperature {NONE},56.5, °C,°C
3029,3/10/2021 13:28:09.728,Temperature {NONE},56.5, °C,°C
3030,3/10/2021 13:28:10.730,Temperature {NONE},56.4, °C,°C
3031,3/10/2021 13:28:11.731,Temperature {NONE},56.5, °C,°C
3032,3/10/2021 13:28:12.732,Temperature {NONE},56.5, °C,°C
3033,3/10/2021 13:28:13.733,Temperature {NONE},56.5, °C,°C
3034,3/10/2021 13:28:14.734,Temperature {NONE},56.4, °C,°C
3035,3/10/2021 13:28:15.734,Temperature {NONE},56.4, °C,°C
3036,3/10/2021 13:28:16.735,Temperature {NONE},56.4, °C,°C
3037,3/10/2021 13:28:17.736,Temperature {NONE},56.4, °C,°C
3038,3/10/2021 13:28:18.737,Temperature {NONE},56.5, °C,°C
3039,3/10/2021 13:28:19.739,Temperature {NONE},56.5, °C,°C
3040,3/10/2021 13:28:20.740,Temperature {NONE},56.4, °C,°C
3041,3/10/2021 13:28:21.741,Temperature {NONE},56.3, °C,°C
3042,3/10/2021 13:28:22.742,Temperature {NONE},56.4, °C,°C
3043,3/10/2021 13:28:23.743,Temperature {NONE},56.4, °C,°C
3044,3/10/2021 13:28:24.744,Temperature {NONE},56.5, °C,°C
3045,3/10/2021 13:28:25.745,Temperature {NONE},56.5, °C,°C
3046,3/10/2021 13:28:26.746,Temperature {NONE},56.5, °C,°C
3047,3/10/2021 13:28:27.747,Temperature {NONE},56.5, °C,°C
3048,3/10/2021 13:28:28.749,Temperature {NONE},56.5, °C,°C
3049,3/10/2021 13:28:29.750,Temperature {NONE},56.5, °C,°C
3050,3/10/2021 13:28:30.751,Temperature {NONE},56.5, °C,°C
3051,3/10/2021 13:28:31.752,Temperature {NONE},56.4, °C,°C
3052,3/10/2021 13:28:32.754,Temperature {NONE},56.4, °C,°C
3053,3/10/2021 13:28:33.755,Temperature {NONE},56.3, °C,°C
3054,3/10/2021 13:28:34.756,Temperature {NONE},56.3, °C,°C
3055,3/10/2021 13:28:35.757,Temperature {NONE},56.4, °C,°C
3056,3/10/2021 13:28:36.758,Temperature {NONE},56.4, °C,°C
3057,3/10/2021 13:28:37.759,Temperature {NONE},56.4, °C,°C
3058,3/10/2021 13:28:38.761,Temperature {NONE},56.4, °C,°C
3059,3/10/2021 13:28:39.762,Temperature {NONE},56.4, °C,°C
3060,3/10/2021 13:28:40.763,Temperature {NONE},56.3, °C,°C
3061,3/10/2021 13:28:41.765,Temperature {NONE},56.3, °C,°C
3062,3/10/2021 13:28:42.765,Temperature {NONE},56.4, °C,°C
3063,3/10/2021 13:28:43.767,Temperature {NONE},56.4, °C,°C
3064,3/10/2021 13:28:44.767,Temperature {NONE},56.4, °C,°C
3065,3/10/2021 13:28:45.768,Temperature {NONE},56.4, °C,°C
3066,3/10/2021 13:28:46.769,Temperature {NONE},56.4, °C,°C
3067,3/10/2021 13:28:47.770,Temperature {NONE},56.4, °C,°C
3068,3/10/2021 13:28:48.772,Temperature {NONE},56.4, °C,°C
3069,3/10/2021 13:28:49.773,Temperature {NONE},56.4, °C,°C
3070,3/10/2021 13:28:50.773,Temperature {NONE},56.3, °C,°C
3071,3/10/2021 13:28:51.775,Temperature {NONE},56.3, °C,°C
3072,3/10/2021 13:28:52.776,Temperature {NONE},56.4, °C,°C
3073,3/10/2021 13:28:53.778,Temperature {NONE},56.3, °C,°C
3074,3/10/2021 13:28:54.779,Temperature {NONE},56.3, °C,°C
3075,3/10/2021 13:28:55.779,Temperature {NONE},56.3, °C,°C
3076,3/10/2021 13:28:56.780,Temperature {NONE},56.4, °C,°C
3077,3/10/2021 13:28:57.781,Temperature {NONE},56.3, °C,°C
3078,3/10/2021 13:28:58.782,Temperature {NONE},56.3, °C,°C
3079,3/10/2021 13:28:59.782,Temperature {NONE},56.3, °C,°C
3080,3/10/2021 13:29:00.784,Temperature {NONE},56.3, °C,°C
3081,3/10/2021 13:29:01.785,Temperature {NONE},56.3, °C,°C
3082,3/10/2021 13:29:02.786,Temperature {NONE},56.3, °C,°C
3083,3/10/2021 13:29:03.787,Temperature {NONE},56.2, °C,°C
3084,3/10/2021 13:29:04.788,Temperature {NONE},56.2, °C,°C
3085,3/10/2021 13:29:05.788,Temperature {NONE},56.2, °C,°C
3086,3/10/2021 13:29:06.789,Temperature {NONE},56.3, °C,°C
3087,3/10/2021 13:29:07.790,Temperature {NONE},56.3, °C,°C
3088,3/10/2021 13:29:08.790,Temperature {NONE},56.3, °C,°C
3089,3/10/2021 13:29:09.792,Temperature {NONE},56.3, °C,°C
3090,3/10/2021 13:29:10.792,Temperature {NONE},56.2, °C,°C
3091,3/10/2021 13:29:11.793,Temperature {NONE},56.2, °C,°C
3092,3/10/2021 13:29:12.795,Temperature {NONE},56.2, °C,°C
3093,3/10/2021 13:29:13.796,Temperature {NONE},56.1, °C,°C
3094,3/10/2021 13:29:14.797,Temperature {NONE},56.1, °C,°C
3095,3/10/2021 13:29:15.798,Temperature {NONE},56.1, °C,°C
3096,3/10/2021 13:29:16.799,Temperature {NONE},56.1, °C,°C
3097,3/10/2021 13:29:17.799,Temperature {NONE},56.1, °C,°C
3098,3/10/2021 13:29:18.801,Temperature {NONE},56.1, °C,°C
3099,3/10/2021 13:29:19.802,Temperature {NONE},56.1, °C,°C
3100,3/10/2021 13:29:20.803,Temperature {NONE},56.1, °C,°C
3101,3/10/2021 13:29:21.804,Temperature {NONE},56.1, °C,°C
3102,3/10/2021 13:29:22.806,Temperature {NONE},56.1, °C,°C
3103,3/10/2021 13:29:23.806,Temperature {NONE},56.1, °C,°C
3104,3/10/2021 13:29:24.808,Temperature {NONE},56.1, °C,°C
3105,3/10/2021 13:29:25.809,Temperature {NONE},56.1, °C,°C
3106,3/10/2021 13:29:26.810,Temperature {NONE},56.2, °C,°C
3107,3/10/2021 13:29:27.810,Temperature {NONE},56.1, °C,°C
3108,3/10/2021 13:29:28.812,Temperature {NONE},56.2, °C,°C
3109,3/10/2021 13:29:29.812,Temperature {NONE},56.1, °C,°C
3110,3/10/2021 13:29:30.814,Temperature {NONE},56.2, °C,°C
3111,3/10/2021 13:29:31.815,Temperature {NONE},56.2, °C,°C
3112,3/10/2021 13:29:32.816,Temperature {NONE},56.1, °C,°C
3113,3/10/2021 13:29:33.817,Temperature {NONE},56.1, °C,°C
3114,3/10/2021 13:29:34.818,Temperature {NONE},56.1, °C,°C
3115,3/10/2021 13:29:35.819,Temperature {NONE},56.1, °C,°C
3116,3/10/2021 13:29:36.820,Temperature {NONE},56.2, °C,°C
3117,3/10/2021 13:29:37.821,Temperature {NONE},56.2, °C,°C
3118,3/10/2021 13:29:38.822,Temperature {NONE},56.1, °C,°C
3119,3/10/2021 13:29:39.824,Temperature {NONE},56.2, °C,°C
3120,3/10/2021 13:29:40.824,Temperature {NONE},56.2, °C,°C
3121,3/10/2021 13:29:41.825,Temperature {NONE},56.1, °C,°C
3122,3/10/2021 13:29:42.826,Temperature {NONE},56.1, °C,°C
3123,3/10/2021 13:29:43.828,Temperature {NONE},56.1, °C,°C
3124,3/10/2021 13:29:44.829,Temperature {NONE},56.1, °C,°C
3125,3/10/2021 13:29:45.831,Temperature {NONE},56.1, °C,°C
3126,3/10/2021 13:29:46.831,Temperature {NONE},56.1, °C,°C
3127,3/10/2021 13:29:47.832,Temperature {NONE},56.1, °C,°C
3128,3/10/2021 13:29:48.834,Temperature {NONE},56.1, °C,°C
3129,3/10/2021 13:29:49.835,Temperature {NONE},56.1, °C,°C
3130,3/10/2021 13:29:50.836,Temperature {NONE},56.1, °C,°C
3131,3/10/2021 13:29:51.837,Temperature {NONE},56.1, °C,°C
3132,3/10/2021 13:29:52.838,Temperature {NONE},56.1, °C,°C
3133,3/10/2021 13:29:53.839,Temperature {NONE},56.1, °C,°C
3134,3/10/2021 13:29:54.840,Temperature {NONE},56.0, °C,°C
3135,3/10/2021 13:29:55.841,Temperature {NONE},56.0, °C,°C
3136,3/10/2021 13:29:56.842,Temperature {NONE},56.0, °C,°C
3137,3/10/2021 13:29:57.843,Temperature {NONE},55.9, °C,°C
3138,3/10/2021 13:29:58.845,Temperature {NONE},55.9, °C,°C
3139,3/10/2021 13:29:59.845,Temperature {NONE},55.9, °C,°C
3140,3/10/2021 13:30:00.847,Temperature {NONE},55.9, °C,°C
3141,3/10/2021 13:30:01.848,Temperature {NONE},55.8, °C,°C
3142,3/10/2021 13:30:02.848,Temperature {NONE},55.9, °C,°C
3143,3/10/2021 13:30:03.849,Temperature {NONE},55.9, °C,°C
3144,3/10/2021 13:30:04.851,Temperature {NONE},56.0, °C,°C
3145,3/10/2021 13:30:05.851,Temperature {NONE},56.0, °C,°C
3146,3/10/2021 13:30:06.852,Temperature {NONE},56.0, °C,°C
3147,3/10/2021 13:30:07.853,Temperature {NONE},56.0, °C,°C
3148,3/10/2021 13:30:08.854,Temperature {NONE},56.0, °C,°C
3149,3/10/2021 13:30:09.855,Temperature {NONE},56.0, °C,°C
3150,3/10/2021 13:30:10.856,Temperature {NONE},56.0, °C,°C
3151,3/10/2021 13:30:11.856,Temperature {NONE},56.0, °C,°C
3152,3/10/2021 13:30:12.858,Temperature {NONE},56.0, °C,°C
3153,3/10/2021 13:30:13.858,Temperature {NONE},55.9, °C,°C
3154,3/10/2021 13:30:14.859,Temperature {NONE},55.9, °C,°C
3155,3/10/2021 13:30:15.859,Temperature {NONE},56.0, °C,°C
3156,3/10/2021 13:30:16.861,Temperature {NONE},56.0, °C,°C
3157,3/10/2021 13:30:17.861,Temperature {NONE},55.9, °C,°C
3158,3/10/2021 13:30:18.862,Temperature {NONE},55.9, °C,°C
3159,3/10/2021 13:30:19.863,Temperature {NONE},55.8, °C,°C
3160,3/10/2021 13:30:20.864,Temperature {NONE},55.8, °C,°C
3161,3/10/2021 13:30:21.865,Temperature {NONE},55.8, °C,°C
3162,3/10/2021 13:30:22.867,Temperature {NONE},55.8, °C,°C
3163,3/10/2021 13:30:23.868,Temperature {NONE},55.8, °C,°C
3164,3/10/2021 13:30:24.869,Temperature {NONE},55.8, °C,°C
3165,3/10/2021 13:30:25.869,Temperature {NONE},55.8, °C,°C
3166,3/10/2021 13:30:26.870,Temperature {NONE},55.8, °C,°C
3167,3/10/2021 13:30:27.871,Temperature {NONE},55.8, °C,°C
3168,3/10/2021 13:30:28.871,Temperature {NONE},55.8, °C,°C
3169,3/10/2021 13:30:29.873,Temperature {NONE},55.8, °C,°C
3170,3/10/2021 13:30:30.875,Temperature {NONE},55.8, °C,°C
3171,3/10/2021 13:30:31.876,Temperature {NONE},55.8, °C,°C
3172,3/10/2021 13:30:32.876,Temperature {NONE},55.8, °C,°C
3173,3/10/2021 13:30:33.878,Temperature {NONE},55.8, °C,°C
3174,3/10/2021 13:30:34.880,Temperature {NONE},55.8, °C,°C
3175,3/10/2021 13:30:35.881,Temperature {NONE},55.8, °C,°C
3176,3/10/2021 13:30:36.881,Temperature {NONE},55.8, °C,°C
3177,3/10/2021 13:30:37.882,Temperature {NONE},55.8, °C,°C
3178,3/10/2021 13:30:38.884,Temperature {NONE},55.7, °C,°C
3179,3/10/2021 13:30:39.885,Temperature {NONE},55.7, °C,°C
3180,3/10/2021 13:30:40.886,Temperature {NONE},55.7, °C,°C
3181,3/10/2021 13:30:41.888,Temperature {NONE},55.8, °C,°C
3182,3/10/2021 13:30:42.888,Temperature {NONE},55.8, °C,°C
3183,3/10/2021 13:30:43.890,Temperature {NONE},55.8, °C,°C
3184,3/10/2021 13:30:44.891,Temperature {NONE},55.8, °C,°C
3185,3/10/2021 13:30:45.892,Temperature {NONE},55.8, °C,°C
3186,3/10/2021 13:30:46.894,Temperature {NONE},55.8, °C,°C
3187,3/10/2021 13:30:47.894,Temperature {NONE},55.7, °C,°C
3188,3/10/2021 13:30:48.896,Temperature {NONE},55.7, °C,°C
3189,3/10/2021 13:30:49.897,Temperature {NONE},55.7, °C,°C
3190,3/10/2021 13:30:50.897,Temperature {NONE},55.7, °C,°C
3191,3/10/2021 13:30:51.899,Temperature {NONE},55.7, °C,°C
3192,3/10/2021 13:30:52.900,Temperature {NONE},55.7, °C,°C
3193,3/10/2021 13:30:53.901,Temperature {NONE},55.7, °C,°C
3194,3/10/2021 13:30:54.903,Temperature {NONE},55.7, °C,°C
3195,3/10/2021 13:30:55.904,Temperature {NONE},55.7, °C,°C
3196,3/10/2021 13:30:56.905,Temperature {NONE},55.7, °C,°C
3197,3/10/2021 13:30:57.907,Temperature {NONE},55.7, °C,°C
3198,3/10/2021 13:30:58.908,Temperature {NONE},55.7, °C,°C
3199,3/10/2021 13:30:59.909,Temperature {NONE},55.7, °C,°C
3200,3/10/2021 13:31:00.910,Temperature {NONE},55.7, °C,°C
3201,3/10/2021 13:31:01.911,Temperature {NONE},55.7, °C,°C
3202,3/10/2021 13:31:02.912,Temperature {NONE},55.6, °C,°C
3203,3/10/2021 13:31:03.913,Temperature {NONE},55.7, °C,°C
3204,3/10/2021 13:31:04.914,Temperature {NONE},55.7, °C,°C
3205,3/10/2021 13:31:05.915,Temperature {NONE},55.7, °C,°C
3206,3/10/2021 13:31:06.916,Temperature {NONE},55.7, °C,°C
3207,3/10/2021 13:31:07.917,Temperature {NONE},55.7, °C,°C
3208,3/10/2021 13:31:08.918,Temperature {NONE},55.7, °C,°C
3209,3/10/2021 13:31:09.918,Temperature {NONE},55.6, °C,°C
3210,3/10/2021 13:31:10.919,Temperature {NONE},55.6, °C,°C
3211,3/10/2021 13:31:11.920,Temperature {NONE},55.6, °C,°C
3212,3/10/2021 13:31:12.921,Temperature {NONE},55.6, °C,°C
3213,3/10/2021 13:31:13.922,Temperature {NONE},55.6, °C,°C
3214,3/10/2021 13:31:14.923,Temperature {NONE},55.6, °C,°C
3215,3/10/2021 13:31:15.924,Temperature {NONE},55.6, °C,°C
3216,3/10/2021 13:31:16.925,Temperature {NONE},55.6, °C,°C
3217,3/10/2021 13:31:17.926,Temperature {NONE},55.6, °C,°C
3218,3/10/2021 13:31:18.926,Temperature {NONE},55.5, °C,°C
3219,3/10/2021 13:31:19.927,Temperature {NONE},55.5, °C,°C
3220,3/10/2021 13:31:20.929,Temperature {NONE},55.5, °C,°C
3221,3/10/2021 13:31:21.930,Temperature {NONE},55.5, °C,°C
3222,3/10/2021 13:31:22.930,Temperature {NONE},55.5, °C,°C
3223,3/10/2021 13:31:23.931,Temperature {NONE},55.5, °C,°C
3224,3/10/2021 13:31:24.932,Temperature {NONE},55.5, °C,°C
3225,3/10/2021 13:31:25.932,Temperature {NONE},55.5, °C,°C
3226,3/10/2021 13:31:26.933,Temperature {NONE},55.5, °C,°C
3227,3/10/2021 13:31:27.935,Temperature {NONE},55.5, °C,°C
3228,3/10/2021 13:31:28.935,Temperature {NONE},55.5, °C,°C
3229,3/10/2021 13:31:29.936,Temperature {NONE},55.5, °C,°C
3230,3/10/2021 13:31:30.937,Temperature {NONE},55.5, °C,°C
3231,3/10/2021 13:31:31.938,Temperature {NONE},55.5, °C,°C
3232,3/10/2021 13:31:32.940,Temperature {NONE},55.5, °C,°C
3233,3/10/2021 13:31:33.941,Temperature {NONE},55.5, °C,°C
3234,3/10/2021 13:31:34.942,Temperature {NONE},55.5, °C,°C
3235,3/10/2021 13:31:35.943,Temperature {NONE},55.5, °C,°C
3236,3/10/2021 13:31:36.944,Temperature {NONE},55.5, °C,°C
3237,3/10/2021 13:31:37.946,Temperature {NONE},55.5, °C,°C
3238,3/10/2021 13:31:38.947,Temperature {NONE},55.5, °C,°C
3239,3/10/2021 13:31:39.948,Temperature {NONE},55.5, °C,°C
3240,3/10/2021 13:31:40.949,Temperature {NONE},55.5, °C,°C
3241,3/10/2021 13:31:41.951,Temperature {NONE},55.5, °C,°C
3242,3/10/2021 13:31:42.951,Temperature {NONE},55.4, °C,°C
3243,3/10/2021 13:31:43.953,Temperature {NONE},55.4, °C,°C
3244,3/10/2021 13:31:44.954,Temperature {NONE},55.4, °C,°C
3245,3/10/2021 13:31:45.954,Temperature {NONE},55.4, °C,°C
3246,3/10/2021 13:31:46.955,Temperature {NONE},55.4, °C,°C
3247,3/10/2021 13:31:47.956,Temperature {NONE},55.4, °C,°C
3248,3/10/2021 13:31:48.957,Temperature {NONE},55.4, °C,°C
3249,3/10/2021 13:31:49.958,Temperature {NONE},55.3, °C,°C
3250,3/10/2021 13:31:50.960,Temperature {NONE},55.3, °C,°C
3251,3/10/2021 13:31:51.961,Temperature {NONE},55.3, °C,°C
3252,3/10/2021 13:31:52.962,Temperature {NONE},55.3, °C,°C
3253,3/10/2021 13:31:53.963,Temperature {NONE},55.3, °C,°C
3254,3/10/2021 13:31:54.964,Temperature {NONE},55.2, °C,°C
3255,3/10/2021 13:31:55.966,Temperature {NONE},55.2, °C,°C
3256,3/10/2021 13:31:56.966,Temperature {NONE},55.2, °C,°C
3257,3/10/2021 13:31:57.967,Temperature {NONE},55.3, °C,°C
3258,3/10/2021 13:31:58.968,Temperature {NONE},55.3, °C,°C
3259,3/10/2021 13:31:59.969,Temperature {NONE},55.3, °C,°C
3260,3/10/2021 13:32:00.971,Temperature {NONE},55.2, °C,°C
3261,3/10/2021 13:32:01.972,Temperature {NONE},55.1, °C,°C
3262,3/10/2021 13:32:02.973,Temperature {NONE},55.2, °C,°C
3263,3/10/2021 13:32:03.974,Temperature {NONE},55.2, °C,°C
3264,3/10/2021 13:32:04.975,Temperature {NONE},55.3, °C,°C
3265,3/10/2021 13:32:05.977,Temperature {NONE},55.2, °C,°C
3266,3/10/2021 13:32:06.978,Temperature {NONE},55.1, °C,°C
3267,3/10/2021 13:32:07.979,Temperature {NONE},55.1, °C,°C
3268,3/10/2021 13:32:08.981,Temperature {NONE},55.1, °C,°C
3269,3/10/2021 13:32:09.982,Temperature {NONE},55.1, °C,°C
3270,3/10/2021 13:32:10.982,Temperature {NONE},55.1, °C,°C
3271,3/10/2021 13:32:11.983,Temperature {NONE},55.2, °C,°C
3272,3/10/2021 13:32:12.984,Temperature {NONE},55.2, °C,°C
3273,3/10/2021 13:32:13.985,Temperature {NONE},55.3, °C,°C
3274,3/10/2021 13:32:14.985,Temperature {NONE},55.3, °C,°C
3275,3/10/2021 13:32:15.987,Temperature {NONE},55.3, °C,°C
3276,3/10/2021 13:32:16.987,Temperature {NONE},55.3, °C,°C
3277,3/10/2021 13:32:17.988,Temperature {NONE},55.2, °C,°C
3278,3/10/2021 13:32:18.989,Temperature {NONE},55.2, °C,°C
3279,3/10/2021 13:32:19.991,Temperature {NONE},55.2, °C,°C
3280,3/10/2021 13:32:20.992,Temperature {NONE},55.2, °C,°C
3281,3/10/2021 13:32:21.993,Temperature {NONE},55.2, °C,°C
3282,3/10/2021 13:32:22.993,Temperature {NONE},55.3, °C,°C
3283,3/10/2021 13:32:23.994,Temperature {NONE},55.2, °C,°C
3284,3/10/2021 13:32:24.995,Temperature {NONE},55.2, °C,°C
3285,3/10/2021 13:32:25.995,Temperature {NONE},55.1, °C,°C
3286,3/10/2021 13:32:26.997,Temperature {NONE},55.1, °C,°C
3287,3/10/2021 13:32:27.998,Temperature {NONE},55.1, °C,°C
3288,3/10/2021 13:32:28.999,Temperature {NONE},55.1, °C,°C
3289,3/10/2021 13:32:29.999,Temperature {NONE},55.1, °C,°C
3290,3/10/2021 13:32:31.000,Temperature {NONE},55.1, °C,°C
3291,3/10/2021 13:32:32.001,Temperature {NONE},55.2, °C,°C
3292,3/10/2021 13:32:33.002,Temperature {NONE},55.2, °C,°C
3293,3/10/2021 13:32:34.003,Temperature {NONE},55.2, °C,°C
3294,3/10/2021 13:32:35.005,Temperature {NONE},55.2, °C,°C
3295,3/10/2021 13:32:36.005,Temperature {NONE},55.2, °C,°C
3296,3/10/2021 13:32:37.006,Temperature {NONE},55.2, °C,°C
3297,3/10/2021 13:32:38.006,Temperature {NONE},55.2, °C,°C
3298,3/10/2021 13:32:39.007,Temperature {NONE},55.2, °C,°C
3299,3/10/2021 13:32:40.008,Temperature {NONE},55.2, °C,°C
3300,3/10/2021 13:32:41.009,Temperature {NONE},55.2, °C,°C
3301,3/10/2021 13:32:42.010,Temperature {NONE},55.2, °C,°C
3302,3/10/2021 13:32:43.011,Temperature {NONE},55.2, °C,°C
3303,3/10/2021 13:32:44.012,Temperature {NONE},55.2, °C,°C
3304,3/10/2021 13:32:45.013,Temperature {NONE},55.2, °C,°C
3305,3/10/2021 13:32:46.015,Temperature {NONE},55.2, °C,°C
3306,3/10/2021 13:32:47.015,Temperature {NONE},55.1, °C,°C
3307,3/10/2021 13:32:48.016,Temperature {NONE},55.1, °C,°C
3308,3/10/2021 13:32:49.017,Temperature {NONE},55.2, °C,°C
3309,3/10/2021 13:32:50.018,Temperature {NONE},55.2, °C,°C
3310,3/10/2021 13:32:51.019,Temperature {NONE},55.2, °C,°C
3311,3/10/2021 13:32:52.020,Temperature {NONE},55.2, °C,°C
3312,3/10/2021 13:32:53.022,Temperature {NONE},55.2, °C,°C
3313,3/10/2021 13:32:54.023,Temperature {NONE},55.2, °C,°C
3314,3/10/2021 13:32:55.023,Temperature {NONE},55.2, °C,°C
3315,3/10/2021 13:32:56.025,Temperature {NONE},55.1, °C,°C
3316,3/10/2021 13:32:57.026,Temperature {NONE},55.1, °C,°C
3317,3/10/2021 13:32:58.028,Temperature {NONE},55.1, °C,°C
3318,3/10/2021 13:32:59.029,Temperature {NONE},55.1, °C,°C
3319,3/10/2021 13:33:00.030,Temperature {NONE},55.1, °C,°C
3320,3/10/2021 13:33:01.031,Temperature {NONE},55.1, °C,°C
3321,3/10/2021 13:33:02.032,Temperature {NONE},55.1, °C,°C
3322,3/10/2021 13:33:03.032,Temperature {NONE},55.1, °C,°C
3323,3/10/2021 13:33:04.034,Temperature {NONE},55.1, °C,°C
3324,3/10/2021 13:33:05.035,Temperature {NONE},55.1, °C,°C
3325,3/10/2021 13:33:06.036,Temperature {NONE},55.0, °C,°C
3326,3/10/2021 13:33:07.038,Temperature {NONE},55.0, °C,°C
3327,3/10/2021 13:33:08.039,Temperature {NONE},55.0, °C,°C
3328,3/10/2021 13:33:09.040,Temperature {NONE},55.0, °C,°C
3329,3/10/2021 13:33:10.041,Temperature {NONE},55.0, °C,°C
3330,3/10/2021 13:33:11.042,Temperature {NONE},55.0, °C,°C
3331,3/10/2021 13:33:12.043,Temperature {NONE},55.0, °C,°C
3332,3/10/2021 13:33:13.043,Temperature {NONE},55.0, °C,°C
3333,3/10/2021 13:33:14.044,Temperature {NONE},55.0, °C,°C
3334,3/10/2021 13:33:15.045,Temperature {NONE},55.0, °C,°C
3335,3/10/2021 13:33:16.047,Temperature {NONE},55.0, °C,°C
3336,3/10/2021 13:33:17.048,Temperature {NONE},55.0, °C,°C
3337,3/10/2021 13:33:18.049,Temperature {NONE},55.0, °C,°C
3338,3/10/2021 13:33:19.050,Temperature {NONE},55.0, °C,°C
3339,3/10/2021 13:33:20.051,Temperature {NONE},54.9, °C,°C
3340,3/10/2021 13:33:21.052,Temperature {NONE},54.9, °C,°C
3341,3/10/2021 13:33:22.052,Temperature {NONE},54.9, °C,°C
3342,3/10/2021 13:33:23.054,Temperature {NONE},54.9, °C,°C
3343,3/10/2021 13:33:24.055,Temperature {NONE},54.9, °C,°C
3344,3/10/2021 13:33:25.056,Temperature {NONE},54.9, °C,°C
3345,3/10/2021 13:33:26.057,Temperature {NONE},54.9, °C,°C
3346,3/10/2021 13:33:27.059,Temperature {NONE},54.9, °C,°C
3347,3/10/2021 13:33:28.059,Temperature {NONE},54.8, °C,°C
3348,3/10/2021 13:33:29.060,Temperature {NONE},54.8, °C,°C
3349,3/10/2021 13:33:30.061,Temperature {NONE},54.8, °C,°C
3350,3/10/2021 13:33:31.062,Temperature {NONE},54.9, °C,°C
3351,3/10/2021 13:33:32.063,Temperature {NONE},54.9, °C,°C
3352,3/10/2021 13:33:33.064,Temperature {NONE},54.9, °C,°C
3353,3/10/2021 13:33:34.065,Temperature {NONE},54.9, °C,°C
3354,3/10/2021 13:33:35.066,Temperature {NONE},54.9, °C,°C
3355,3/10/2021 13:33:36.067,Temperature {NONE},54.9, °C,°C
3356,3/10/2021 13:33:37.069,Temperature {NONE},54.9, °C,°C
